Sample Name,PC1,PC2,PC3,Title,OntologyID1,OntologyTerm1,OntologyID2,OntologyTerm2,OntologyID3,OntologyTerm3,Sample Size,Study Source,Ecosystem1,Ecosystem2,Ecosystem3
F31Forr.140586, 0.21744432946128761, 0.12933090910169745, 0.14551478835750961, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1702.0, , Animal/Human, Unknown, Unknown
56.CA.RightBackPaw.663895, -0.077065262972701692, 0.0754984660216141, 0.23164228341511653, Ultra-high-throughput microbial community analysis on the Illumina HiSeq and MiSeq platforms, ENVO:00006776, animal-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 22588.0, , Animal/Human, Unknown, Unknown
EKAM5.489530, 0.19171359805592531, 0.12320814370816269, -0.025523761937381973, Microbial biogeography of public restroom surfaces, ENVO:00000856, city, ENVO:00000073, building, Unknown, Unknown, 3903.0, , Anthropogenic, Unknown, Unknown
SA.WO.1.388981, -0.14541694357756482, 0.069719388681997396, -0.093373202625245399, Resistant Starches Types 2 and 4 Have Differential Effects on the Composition of the Fecal Microbiota in Human Subjects, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 2381.0, , Animal/Human, Unknown, Unknown
EM074.441596, -0.16155193527696729, 0.10489010460542084, -0.15176739290910271, Composition variability and temporal stability of the intestinal microbiota of the elderly., ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 11272.0, , Animal/Human, Unknown, Unknown
F11Knel.140331, 0.34428256355391984, 0.15911829536286959, -0.0021320777621321963, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 527.0, , Animal/Human, Unknown, Unknown
egg.BCT.2009.552.712564.739020, -0.1082655759074897, 0.0035356278103399041, 0.0094414626858078075, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 1.0, , Animal/Human, Anthropogenic, Unknown
Innkeeper.Rightpalm.984009, 0.18619672652559904, 0.10996299568141166, 0.16524452173561874, Personal Genome Project, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 17022.0, , Animal/Human, Unknown, Unknown
C.3033.01.S1.405220, -0.18277702288238964, 0.18637959594317785, -0.28379853254535342, Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 7369.0, , Animal/Human, Unknown, Unknown
F32Fotr.140582, 0.03802915619993507, 0.095480874505119231, 0.086734550786978906, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1374.0, , Animal/Human, Unknown, Unknown
egg.NY.2008.530.712571.739556, -0.1082655759074897, 0.0035356278103399101, 0.0094414626858078041, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 1.0, , Animal/Human, Anthropogenic, Unknown
S22.141245, 0.079136436599106741, -0.21845242409957019, -0.036630386823688965, The influence of sex handedness and washing on the diversity of hand surface bacteriaS1_V82, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 2959.0, , Animal/Human, Unknown, Unknown
VA02B.994699, 0.056508518528885755, -0.036164391977948566, -0.0053452527391755393, The Human Nasal Microbiota and Staphylococcus aureus Carriage, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 170.0, , Animal/Human, Unknown, Unknown
H41Do.736055, -0.11276796939740574, 0.038524220825957169, 0.24119289135533062, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 13035.0, , Soil, Anthropogenic, Unknown
egg.WI.2010.617.712457.739553, -0.11026480247282067, 0.0041583912101804902, 0.013171269136389963, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 26.0, , Animal/Human, Anthropogenic, Unknown
PD2Lx121107.141855, -0.16740660892190246, 0.1567150755066663, -0.24155584108488792, The effect of diet on the human gut microbiome: a metagenomic analysis in humanized gnotobiotic mice., ENVO:00006776, animal-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 1340.0, , Animal/Human, Unknown, Unknown
TS190.299218, -0.19549197047657607, 0.2387560344671997, -0.36414628715396125, A core gut microbiome in obese and lean twins, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 2309.0, , Animal/Human, Unknown, Unknown
Elmira.Mouth.983747, -0.10322709474188926, 0.058586145017253281, 0.046257902318555186, Personal Genome Project, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 23876.0, , Animal/Human, Unknown, Unknown
M42Knel.140699, 0.2527573258335834, 0.13511034158364113, 0.062765548892938755, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1551.0, , Animal/Human, Unknown, Unknown
egg.BCT.2009.378.712545.739097, -0.11769962724247385, 0.0083647003104386202, 0.04690598929190315, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 118.0, , Animal/Human, Anthropogenic, Unknown
H56Di.736010, -0.10605643505283076, 0.053860437515900597, 0.33894581076953301, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 18111.0, , Soil, Anthropogenic, Unknown
H41Ts.735917, -0.051185364726470575, 0.041104920714578705, 0.13133991249269572, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 22938.0, , Soil, Anthropogenic, Unknown
S78.141196, 0.47819373662692671, -0.031997880655008255, -0.010233244940683455, The influence of sex handedness and washing on the diversity of hand surface bacteriaS1_V133, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 2215.0, , Animal/Human, Unknown, Unknown
DH18B.994583, 0.43953271257219667, 0.14600577915661794, -0.058137775027047416, The Human Nasal Microbiota and Staphylococcus aureus Carriage, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 233.0, , Animal/Human, Unknown, Unknown
Pitt.OW.neg.7016.41660.592460, -0.0085505185050169102, -0.36636637777867004, -0.083149143935777145, LHMP_Pittsburgh, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 3627.0, , Animal/Human, Unknown, Unknown
egg.BCA.2010.625.712535.739468, -0.14900052617798998, 0.02510516363509202, 0.19850201055563602, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 114198.0, , Animal/Human, Anthropogenic, Unknown
Pitt.BAL.R.pos.7027.34211.592423, 0.23233925321866233, -0.051202781641746568, -0.052804251693671943, LHMP_Pittsburgh, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 212.0, , Animal/Human, Unknown, Unknown
M31Fcsp.140824, -0.17328017347785366, 0.11830182610589332, -0.18409559909301082, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 498.0, , Animal/Human, Unknown, Unknown
egg.CAO.2009.560.712023.739236, -0.13727304135696189, 0.022446218242955625, 0.2066140242003201, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 60346.0, , Animal/Human, Anthropogenic, Unknown
outsidemouthT3.U4.536329, -0.1112574768674274, 0.0051367738362919392, 0.029596456630527866, Mouse_Decomp_Forensics_2011, ENVO:00000446, terrestrial biome, ENVO:02000037, sebum, ENVO:00009002, mammalia-associated habitat, 27386.0, , Soil, Animal/Human, Unknown
U1Space217.141075, 0.44003985111971983, -0.073024649167364356, -0.045983431616842256, Forensic_identification_using_skin_bacterial_communities, ENVO:00002031, anthropogenic habitat, Unknown, Unknown, Unknown, Unknown, 335.0, , Anthropogenic, Unknown, Unknown
F34Nost.140282, 0.32268046878603757, 0.093980712050389659, -0.036542379782440772, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 1081.0, , Animal/Human, Unknown, Unknown
d0d712b6a3e0107cdb358533bd9bdfe8, -0.10591251366289625, 0.0052439398899833201, 0.010692283966322585, Comparative analysis of bacterial diversity in uranium mining wastes and in other heavy metal contaminated environments, ENVO:00003081, metal contaminated soil, Unknown, Unknown, Unknown, Unknown, 25.0, , Soil, Anthropogenic, Unknown
289de97149edcd7cbcffc35fc1da7af6, -0.11473230907317131, 0.0038893606762883536, 0.010589703633025534, Characterization of sulfonamide resistance in the manure of four different animal species in a non-antimicrobial treated environment, ENVO:02000084, goat manure, Unknown, Unknown, Unknown, Unknown, 5.0, , Anthropogenic, Unknown, Unknown
005002OR01.486036, -0.084727252732434477, -0.18316741436583758, -0.053920226596046679, LHMP Indiana, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 6.0, , Animal/Human, Unknown, Unknown
egg.NY.2008.339.712303.739252, -0.10826557590748967, 0.0035356278103398976, 0.0094414626858078474, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 1.0, , Animal/Human, Anthropogenic, Unknown
C.3071.01.S3.405212, -0.19786858841876548, 0.21346221239743066, -0.33309660491936993, Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 640.0, , Animal/Human, Unknown, Unknown
TS152.299135, -0.19063214141311469, 0.19782141210246895, -0.30429778362548543, A core gut microbiome in obese and lean twins, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 2463.0, , Animal/Human, Unknown, Unknown
EKAF5.489565, 0.071353826634287604, 0.064907947217362233, 0.032681915100721826, Microbial biogeography of public restroom surfaces, ENVO:00000856, city, ENVO:00000073, building, Unknown, Unknown, 4119.0, , Anthropogenic, Unknown, Unknown
PO4.6.T8.830855, -0.14531506421898113, 0.059655714486851155, -0.10682834238654808, Ercolini_whole_grain_feces, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 18936.0, , Animal/Human, Unknown, Unknown
NR093A.994700, 0.36313469546956356, 0.13932243828803478, -0.0050043344841892252, The Human Nasal Microbiota and Staphylococcus aureus Carriage, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 31.0, , Animal/Human, Unknown, Unknown
L1Space217.141069, 0.44054455390131936, 0.040550606201041284, -0.063720489736785277, Forensic_identification_using_skin_bacterial_communities, ENVO:00002031, anthropogenic habitat, Unknown, Unknown, Unknown, Unknown, 184.0, , Anthropogenic, Unknown, Unknown
egg.AKF.2008.485.712602.739060, -0.10826557590748967, 0.0035356278103398889, 0.0094414626858078457, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 3.0, , Animal/Human, Anthropogenic, Unknown
051027BA05.486039, -0.021251892860886711, -0.2817234027897344, -0.05836495130976032, LHMP Indiana, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 1332.0, , Animal/Human, Unknown, Unknown
belly.reswab.TO.U1.536649, -0.11936197144649907, 0.017349719919489803, -0.014885581434028915, Mouse_Decomp_Forensics_2011, ENVO:00000446, terrestrial biome, ENVO:02000037, sebum, ENVO:00009002, mammalia-associated habitat, 3.0, , Soil, Animal/Human, Unknown
TS91.299152, -0.18000364782156583, 0.2168349357436315, -0.32703310444220302, A core gut microbiome in obese and lean twins, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 534.0, , Animal/Human, Unknown, Unknown
S53.141277, 0.085372688415600223, -0.10671037101110614, 0.075768808439984126, The influence of sex handedness and washing on the diversity of hand surface bacteriaS1_V110, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 2426.0, , Animal/Human, Unknown, Unknown
M64Knee.140570, 0.4322249997168171, 0.18779796388781589, -0.064617861335575552, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1146.0, , Animal/Human, Unknown, Unknown
NR055A.994626, 0.45198901578904588, 0.14155118356349322, -0.050001539257111538, The Human Nasal Microbiota and Staphylococcus aureus Carriage, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 139.0, , Animal/Human, Unknown, Unknown
Postscript.Forehead.984005, -0.01663423266059812, -0.062469340622122518, 0.15896680392336462, Personal Genome Project, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 22742.0, , Animal/Human, Unknown, Unknown
H51Fr.735903, -0.088726616632543998, 0.046009100599975754, 0.30739780424625579, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 16514.0, , Soil, Anthropogenic, Unknown
Ab.liq.T1.U2.536728, -0.11783064680650793, 0.017968798369690866, -0.0092600986869637112, Mouse_Decomp_Forensics_2011, ENVO:00000446, terrestrial biome, ENVO:02000019, bodily fluid, ENVO:00009002, mammalia-associated habitat, 11.0, , Soil, Animal/Human, Unknown
Pitt.BAL.R.neg.7042.34139.592446, 0.028128892306739477, -0.19634344392818684, -0.058636134308228394, LHMP_Pittsburgh, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 580.0, , Animal/Human, Unknown, Unknown
S145.141180, 0.27697120000071518, -0.16778967006756579, -0.054383806728787433, The influence of sex handedness and washing on the diversity of hand surface bacteriaS1_V39, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 2623.0, , Animal/Human, Unknown, Unknown
E1A02PreWash2.481361, -0.087550937184838931, -0.004842782369006586, 0.0028587792408515467, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 14.0, , Animal/Human, Unknown, Unknown
051011BA01.486078, 0.052866203376535602, -0.13501383698731736, -0.050801838477292909, LHMP Indiana, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 184.0, , Animal/Human, Unknown, Unknown
F318A1.140064, 0.099133476395668121, -0.31756630815409576, -0.090742909285798895, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1131.0, , Animal/Human, Unknown, Unknown
1e63ea21782bfb16c2f066337cc7fa92, -0.10826557590748967, 0.0035356278103398759, 0.0094414626858078405, Coupling 16S-ITS rDNA clone libraries and automated ribosomal intergenic spacer analysis to show marine microbial diversity: development and application to a time series, ENVO:00011764, ocean time series station, Unknown, Unknown, Unknown, Unknown, 2.0, , Anthropogenic, Unknown, Unknown
EM079.441724, -0.17044358521293376, 0.089936263858201762, -0.13504556819555655, Composition variability and temporal stability of the intestinal microbiota of the elderly., ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 13288.0, , Animal/Human, Unknown, Unknown
egg.CO.2009.346.712104.739618, -0.10826557590748967, 0.0035356278103398932, 0.0094414626858078284, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 1.0, , Animal/Human, Anthropogenic, Unknown
Feces641.280173, -0.17782197856478701, 0.16347429007576297, -0.25641079256251614, Human oral gut and plaque microbiota in patients with atherosclerosis, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 2829.0, , Animal/Human, Unknown, Unknown
Gigi.Forehead.983720, -0.19574232515623571, 0.1194247492387194, -0.1726385777313357, Personal Genome Project, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 21918.0, , Animal/Human, Unknown, Unknown
F22Aptl.140370, 0.29091533548348364, 0.1259833591992435, -0.00065281202495691816, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000025, sweat, Unknown, Unknown, 873.0, , Animal/Human, Unknown, Unknown
M12Forl.140812, 0.35334021397448878, 0.11938694153100674, -0.010159688973485121, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 722.0, , Animal/Human, Unknown, Unknown
051020BA01.486047, -0.026851470271262647, -0.3151186215246099, -0.075826354600097054, LHMP Indiana, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 23047.0, , Animal/Human, Unknown, Unknown
Influent.Mix.1B, -0.10587000050697777, 0.0050172075806139355, 0.012305910053804573, QMRA of AbuDhabi waste water treatment plant, ENVO:00002043, wastewater treatment plant, Unknown, Unknown, Unknown, Unknown, 46863.0, , Anthropogenic, Unknown, Unknown
TS94.299193, -0.19257429246115637, 0.21133124369037931, -0.3206845829772671, A core gut microbiome in obese and lean twins, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 1451.0, , Animal/Human, Unknown, Unknown
H57Kc.736011, -0.033399328823462478, -0.015137982631992631, 0.2824644648362773, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 19987.0, , Soil, Anthropogenic, Unknown
E1A01PreWash1.481307, 0.24825262538553045, 0.1116300838810689, 0.0032178483375748437, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 8.0, , Animal/Human, Unknown, Unknown
E2B06TipSwab.481365, -0.023168300012171971, -0.44395451174439504, -0.1199970662506591, Lung_HIV_Microbiome_Project, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 150.0, , Animal/Human, Unknown, Unknown
Rcul.2.1078799, -0.11427667250877262, 0.0056147269102535327, 0.027299785817758479, Identification of Household Bacterial Community and Analysis of Species Shared with Human Microbiome, ENVO:00000446, terrestrial biome, ENVO:00000856, city, Unknown, Unknown, 3129.0, , Soil, Anthropogenic, Unknown
egg.WY.2008.507.712492.739116, -0.10826557590748967, 0.0035356278103399049, 0.0094414626858078093, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 2.0, , Animal/Human, Anthropogenic, Unknown
Fermanagh.Rightpalm.983978, -0.00098059567522916155, 0.017751979478182429, 0.18621037851501215, Personal Genome Project, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 19389.0, , Animal/Human, Unknown, Unknown
UW.community.garden.686747, -0.10826557590748967, 0.0035356278103398898, 0.009441462685807811, Canadian MetaMicroBiome Initiative, ENVO:00000877, Temperate grasslands savannas and shrubland biome, ENVO:00001998, soil, ENVO:00005779, vegetable garden soil, 3.0, , Soil, Anthropogenic, Unknown
EKBF9.489520, 0.28830617620427451, 0.22895545804503889, -0.23930494315545375, Microbial biogeography of public restroom surfaces, ENVO:00000856, city, ENVO:00000073, building, Unknown, Unknown, 1913.0, , Anthropogenic, Unknown, Unknown
egg.AKL.2008.529.712256.739371, -0.10826557590748966, 0.0035356278103398993, 0.0094414626858078075, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 1.0, , Animal/Human, Anthropogenic, Unknown
Salti.Mouth.983882, 0.36215657689808178, 0.07916550246541211, 0.11915495336722029, Personal Genome Project, ENVO:00009003, human-associated habitat, ENVO:02000036, saliva, Unknown, Unknown, 22818.0, , Animal/Human, Unknown, Unknown
egg.MI.2008.338.712444.739210, -0.12288092575885426, 0.022590468030608716, 0.12623166461840071, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 70.0, , Animal/Human, Anthropogenic, Unknown
EM043.441739, -0.17395907567645069, 0.08988204599058805, -0.13143171533384349, Composition variability and temporal stability of the intestinal microbiota of the elderly., ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 9187.0, , Animal/Human, Unknown, Unknown
H45Cb.735913, -0.059933693463045619, 0.062744300843468909, 0.24983657709592091, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 8667.0, , Soil, Anthropogenic, Unknown
PCx355.140893, -0.1370935783503516, 0.041575229491717505, -0.054116647562520714, Regulation of myocardial ketone body metabolism by the gut microbiota during nutrient deprivation, ENVO:00006776, animal-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 1198.0, , Animal/Human, Unknown, Unknown
27.stool.WT.676377, -0.11989052557201317, 0.012716535714448101, -0.0020572122592779443, Rosenbaum_Ankylosing_spondylitis_rats, ENVO:00006776, animal-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 1393.0, , Animal/Human, Unknown, Unknown
IPB011.Ascending.colon.396937, -0.15298967471322622, 0.11851360269601731, -0.17183753158941972, Characterization of Bacteria in Biopsies of Colon and Stools by High Throughput Sequencing of the V2 Region of Bacterial 16S rRNA Gene in Human, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 362.0, , Animal/Human, Unknown, Unknown
M31Navl.140871, 0.34206617263946498, 0.094180436954925104, -0.031214035165014503, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 555.0, , Animal/Human, Unknown, Unknown
insidemouth.T0.reswab.S3.536472, -0.10826557590748964, 0.0035356278103398906, 0.0094414626858078075, Mouse_Decomp_Forensics_2011, ENVO:00000446, terrestrial biome, ENVO:02000036, saliva, ENVO:00009002, mammalia-associated habitat, 1.0, , Soil, Animal/Human, Unknown
2e4cf1338575685e489e2673c8231adb, -0.13073234518643809, 0.079132105182137188, -0.10654281838367165, Microbial ecology: human gut microbes associated with obesity, ENVO:00002003, feces, Unknown, Unknown, Unknown, Unknown, 139.0, , Animal/Human, Unknown, Unknown
7352.518512, -0.1575406720953447, 0.052039314778657988, -0.030496841581874941, Sokol_IBD_dysfunction, ENVO:00009003, human-associated habitat, Unknown, Unknown, Unknown, Unknown, 106.0, , Animal/Human, Unknown, Unknown
TS49x3.142626, -0.16233304748061853, 0.092626181793690324, -0.1391000245611583, The effect of diet on the human gut microbiome: a metagenomic analysis in humanized gnotobiotic mice., ENVO:00002003, feces, Unknown, Unknown, Unknown, Unknown, 1387.0, , Animal/Human, Unknown, Unknown
NsQ3O.1083340, -0.10826557590748966, 0.0035356278103398976, 0.0094414626858077971, Goal of this study was to determine the composition and diversity of microorganisms associated with bioaerosols in a heavily trafficked metropolitan subway environment, ENVO:00000446, terrestrial biome, ENVO:00000856, city, Unknown, Unknown, 1.0, , Soil, Anthropogenic, Unknown
M21Ewxr.140654, 0.26866744682577065, 0.19008511527379282, -0.093706919423577215, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000028, ear wax, Unknown, Unknown, 548.0, , Animal/Human, Unknown, Unknown
NR113A.994667, 0.3802218163847314, 0.12295879995277487, -0.035821760593749023, The Human Nasal Microbiota and Staphylococcus aureus Carriage, ENVO:00009003, human-associated habitat, ENVO:02000040, mucus, Unknown, Unknown, 119.0, , Animal/Human, Unknown, Unknown
H60Dh.736063, -0.10028770048406009, 0.0022580512705997076, 0.26921715895150006, Home Life: Factors structuring the bacterial diversity found within and between homes, ENVO:00000876, Temperate broadleaf and mixed forest biome, ENVO:00000073, building, Unknown, Unknown, 10791.0, , Soil, Anthropogenic, Unknown
egg.NY.2010.611.712295.739208, -0.12303981517306625, 0.0313733756977305, 0.16913968070495738, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 97017.0, , Animal/Human, Anthropogenic, Unknown
MWR16.660756, 0.29133506441367707, 0.10816670141281332, 0.0076138482395728393, Kelley_nicu_contamination, ENVO:00002031, anthropogenic habitat, Unknown, Unknown, Unknown, Unknown, 2433.0, , Anthropogenic, Unknown, Unknown
C.3077.01.S1.405161, -0.18394003242856341, 0.19088459115951409, -0.29382436576984305, Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 11758.0, , Animal/Human, Unknown, Unknown
NsP3O.1083327, -0.10826557590748967, 0.0035356278103398984, 0.0094414626858078145, Goal of this study was to determine the composition and diversity of microorganisms associated with bioaerosols in a heavily trafficked metropolitan subway environment, ENVO:00000446, terrestrial biome, ENVO:00000856, city, Unknown, Unknown, 2.0, , Soil, Anthropogenic, Unknown
M114H7.140168, 0.19253560757474672, -0.40994868750290003, -0.14351997475792677, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1262.0, , Animal/Human, Unknown, Unknown
Rcul.6.1078792, -0.074186854495160923, 0.028282205145038732, 0.056026341364407692, Identification of Household Bacterial Community and Analysis of Species Shared with Human Microbiome, ENVO:00000446, terrestrial biome, ENVO:00000856, city, Unknown, Unknown, 1507.0, , Soil, Anthropogenic, Unknown
egg.NS.2009.574.712160.739241, -0.10826557590748966, 0.0035356278103398906, 0.0094414626858078336, Spatial and Temporal Variation in Nest and Egg Bacteria of Wild Birds, ENVO:02000057, hens egg product, Unknown, Unknown, Unknown, Unknown, 1.0, , Animal/Human, Anthropogenic, Unknown
EKAF4.489521, 0.34989120422513853, 0.046287816480959726, -0.013320707733944675, Microbial biogeography of public restroom surfaces, ENVO:00000856, city, ENVO:00000073, building, Unknown, Unknown, 3465.0, , Anthropogenic, Unknown, Unknown
PTCF6.489533, 0.079771403939143129, 0.067357483357588427, 0.11106209548519654, Microbial biogeography of public restroom surfaces, ENVO:00000856, city, ENVO:00000073, building, Unknown, Unknown, 1778.0, , Anthropogenic, Unknown, Unknown
C.4010.01.P1.405169, -0.20350335284468218, 0.23554469060481578, -0.35998413914358313, Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 7006.0, , Animal/Human, Unknown, Unknown
C.3047.01.S1.405194, -0.19479041209454731, 0.16344142180258703, -0.25317427004626225, Linking Long-Term Dietary Patterns with Gut Microbial Enterotypes, ENVO:00009003, human-associated habitat, ENVO:00002003, feces, Unknown, Unknown, 9030.0, , Animal/Human, Unknown, Unknown
F224H8.140113, 0.41086638955696458, -0.30623446892103873, -0.16622558427485937, Bacterial Community Variation in Human Body Habitats Across Space and Time, ENVO:00009003, human-associated habitat, ENVO:02000037, sebum, Unknown, Unknown, 1158.0, , Animal/Human, Unknown, Unknown
NsE3O.1083326, -0.10826557590748966, 0.0035356278103398997, 0.009441462685807811, Goal of this study was to determine the composition and diversity of microorganisms associated with bioaerosols in a heavily trafficked metropolitan subway environment, ENVO:00000446, terrestrial biome, ENVO:00000856, city, Unknown, Unknown, 4.0, , Soil, Anthropogenic, Unknown
